order_id,order_date,customer_id,customer_segment,region,product_category,product_name,unit_price,quantity,discount_percent,payment_method,delivery_days,delivery_status,customer_rating,total_sales,rating_missing
ORD-00192,2024-05-23,CUST-1249,Premium,North,Beauty,Face Serum,1754.72,2,20,Wallet,2.0,Delivered,1.0,2807.55,False
ORD-00193,2024-10-30,CUST-1205,Regular,East,Sports,Dumbbell Set,2657.7,4,0,Net Banking,10.0,Delayed,1.0,10630.8,False
ORD-00194,2024-10-26,CUST-1197,New,West,Home & Kitchen,Blender,492.73,2,0,Net Banking,2.0,Delayed,3.0,985.46,False
ORD-00195,2024-12-26,CUST-1101,Premium,North,Home & Kitchen,Non-stick Pan,543.87,6,5,Net Banking,10.0,Delayed,1.0,3100.06,False
ORD-00196,2024-08-19,CUST-1212,New,South,Grocery,Green Tea Pack,134.19,4,25,UPI,9.0,Delayed,,402.57,True
ORD-00197,2024-02-08,CUST-1207,Regular,North,Home & Kitchen,Non-stick Pan,2142.55,3,25,Credit Card,1.0,Delayed,2.0,4820.74,False
ORD-00198,2024-07-21,CUST-1114,New,North,Electronics,Smartphone Case,5605.48,4,25,Wallet,8.0,Cancelled,1.0,16816.44,False
ORD-00199,2024-10-08,CUST-1063,Premium,Central,Sports,Dumbbell Set,2694.93,4,10,Credit Card,8.0,Delayed,1.0,9701.75,False
ORD-00200,2024-10-16,CUST-1199,Regular,North,Grocery,Almonds 500g,627.65,4,5,COD,9.0,Cancelled,5.0,2385.07,False
ORD-00201,2024-05-06,CUST-1147,Regular,East,Home & Kitchen,Cushion Cover,3498.72,2,0,UPI,4.0,Delivered,4.0,6997.44,False
ORD-00202,2024-07-02,CUST-1214,Regular,Central,Fashion,Jacket,1158.61,6,20,Net Banking,10.0,Delivered,1.0,5561.33,False
ORD-00203,2024-04-22,CUST-1045,Regular,North,Beauty,Face Serum,298.92,2,15,Credit Card,1.0,Delivered,,508.16,True
ORD-00204,2024-07-05,CUST-1249,New,West,Sports,Dumbbell Set,3165.16,5,25,COD,2.0,Cancelled,5.0,11869.35,False
ORD-00205,2024-11-10,CUST-1045,Premium,North,Home & Kitchen,Blender,2548.34,5,20,Wallet,6.0,Delayed,4.0,10193.36,False
ORD-00206,2024-11-09,CUST-1042,Premium,North,Grocery,Protein Bar Pack,135.62,5,5,Net Banking,4.0,Delayed,2.0,644.19,False
ORD-00207,2024-06-28,CUST-1105,Regular,West,Electronics,Bluetooth Speaker,1890.36,6,0,Net Banking,5.0,Cancelled,2.0,11342.16,False
ORD-00208,2024-12-17,CUST-1026,New,East,Beauty,Face Serum,1517.53,5,20,UPI,5.0,Delayed,3.0,6070.12,False
ORD-00209,2024-10-31,CUST-1013,New,East,Fashion,Cotton T-Shirt,1777.02,1,5,UPI,10.0,Delivered,5.0,1688.17,False
ORD-00210,2024-05-15,CUST-1092,New,West,Beauty,Perfume,1341.36,6,15,Credit Card,5.0,Delayed,4.0,6840.94,False
ORD-00211,2024-04-15,CUST-1229,Premium,East,Grocery,Protein Bar Pack,628.36,1,0,Credit Card,3.0,Cancelled,4.0,628.36,False
ORD-00212,2024-04-05,CUST-1192,Premium,North,Sports,Football,984.06,4,5,Credit Card,8.0,Cancelled,1.0,3739.43,False
ORD-00213,2024-10-10,CUST-1225,New,West,Home & Kitchen,Cushion Cover,1595.46,5,0,Net Banking,1.0,Delivered,5.0,7977.3,False
ORD-00214,2024-10-19,CUST-1206,New,South,Beauty,Face Serum,978.47,5,25,Credit Card,10.0,Delayed,3.0,3669.26,False
ORD-00215,2024-10-31,CUST-1083,Regular,Central,Electronics,Power Bank,1849.98,6,0,COD,5.0,Delivered,5.0,11099.88,False
ORD-00216,2024-07-31,CUST-1199,New,East,Grocery,Protein Bar Pack,746.33,4,0,Wallet,3.0,Delayed,3.0,2985.32,False
ORD-00217,2024-11-07,CUST-1101,Regular,South,Beauty,Shampoo,782.02,4,15,Credit Card,8.0,Cancelled,1.0,2658.87,False
ORD-00218,2024-06-04,CUST-1076,Premium,West,Beauty,Shampoo,1630.1,1,5,Net Banking,5.0,Delayed,4.0,1548.59,False
ORD-00219,2024-08-14,CUST-1040,New,East,Books,Comic Book,603.73,1,0,Wallet,4.0,Delayed,5.0,603.73,False
ORD-00220,2024-04-08,CUST-1210,Regular,Central,Fashion,Jacket,2674.2,1,0,COD,4.0,Cancelled,1.0,2674.2,False
ORD-00221,2024-08-16,CUST-1176,New,East,Electronics,Wireless Earbuds,2058.08,4,15,Credit Card,3.0,Delayed,5.0,6997.47,False
ORD-00222,2024-04-23,CUST-1002,Regular,South,Electronics,Smartphone Case,5239.87,2,25,UPI,5.0,Cancelled,4.0,7859.8,False
ORD-00223,2024-06-05,CUST-1133,Premium,West,Grocery,Organic Rice 5kg,346.15,5,25,Wallet,5.0,Delivered,5.0,1298.06,False
ORD-00224,2024-11-27,CUST-1220,Regular,East,Electronics,Smartwatch,5997.03,3,15,Net Banking,10.0,Delivered,4.0,15292.43,False
ORD-00225,2024-11-03,CUST-1107,Regular,West,Fashion,Jacket,2366.78,1,25,Credit Card,7.0,Cancelled,5.0,1775.08,False
ORD-00226,2024-12-31,CUST-1043,Premium,Central,Books,Biography,762.01,3,20,UPI,4.0,Delayed,,1828.82,True
ORD-00227,2024-10-13,CUST-1227,Regular,East,Electronics,Power Bank,1465.31,3,20,Net Banking,3.0,Cancelled,5.0,3516.74,False
ORD-00228,2024-11-20,CUST-1105,New,South,Home & Kitchen,Storage Box,3016.45,4,0,UPI,10.0,Delivered,2.0,12065.8,False
ORD-00229,2024-06-10,CUST-1070,New,South,Home & Kitchen,Storage Box,3458.37,4,0,Wallet,3.0,Delivered,2.0,13833.48,False
ORD-00230,2024-08-07,CUST-1003,Regular,Central,Beauty,Face Serum,363.52,4,20,UPI,5.0,Delivered,5.0,1163.26,False
ORD-00231,2024-12-21,CUST-1076,Regular,West,Books,Fiction Novel,620.02,2,0,Wallet,6.0,Cancelled,4.0,1240.04,False
ORD-00232,2024-06-24,CUST-1057,Premium,South,Sports,Cricket Bat,1904.56,6,0,UPI,8.0,Cancelled,5.0,11427.36,False
ORD-00233,2024-12-30,CUST-1169,New,North,Electronics,Smartwatch,3424.09,1,5,Credit Card,1.0,Cancelled,5.0,3252.89,False
ORD-00234,2024-05-09,CUST-1133,Regular,Central,Electronics,Power Bank,3110.43,1,15,Wallet,5.0,Cancelled,3.0,2643.87,False
ORD-00235,2024-11-12,CUST-1133,New,East,Fashion,Handbag,2542.76,1,15,COD,2.0,Delayed,4.0,2161.35,False
ORD-00236,2024-09-03,CUST-1038,New,Central,Fashion,Cotton T-Shirt,1779.97,2,20,Credit Card,6.0,Cancelled,4.0,2847.95,False
ORD-00237,2024-08-21,CUST-1205,Premium,East,Books,Fiction Novel,828.58,6,0,COD,5.0,Cancelled,4.0,4971.48,False
ORD-00238,2024-03-11,CUST-1208,Regular,South,Electronics,Wireless Earbuds,5226.48,1,0,Credit Card,3.0,Delayed,5.0,5226.48,False
ORD-00239,2024-09-01,CUST-1106,Premium,West,Beauty,Sunscreen,598.52,4,20,Wallet,7.0,Cancelled,3.0,1915.26,False
ORD-00240,2024-01-15,CUST-1080,New,Central,Beauty,Lipstick,1158.68,3,15,Wallet,3.0,Cancelled,5.0,2954.63,False
ORD-00241,2024-06-22,CUST-1169,Premium,West,Sports,Dumbbell Set,3918.21,6,25,UPI,9.0,Cancelled,,17631.94,True
ORD-00242,2024-08-28,CUST-1057,Premium,West,Sports,Yoga Mat,343.09,2,15,COD,8.0,Delivered,3.0,583.25,False
ORD-00243,2024-02-15,CUST-1009,Premium,Central,Electronics,Power Bank,3109.78,5,10,Credit Card,8.0,Delivered,5.0,13994.01,False
ORD-00244,2024-09-17,CUST-1216,Regular,East,Grocery,Protein Bar Pack,1159.49,6,5,Wallet,9.0,Cancelled,4.0,6609.09,False
ORD-00245,2024-08-19,CUST-1074,Premium,Central,Sports,Football,2951.63,3,20,Net Banking,2.0,Cancelled,2.0,7083.91,False
ORD-00246,2024-07-28,CUST-1200,New,East,Electronics,Wireless Earbuds,5463.76,4,0,Credit Card,2.0,Delayed,4.0,21855.04,False
ORD-00247,2024-12-03,CUST-1214,Premium,West,Electronics,Smartwatch,1440.74,4,10,Wallet,10.0,Delivered,,5186.66,True
ORD-00248,2024-07-17,CUST-1070,Regular,East,Books,Biography,280.24,2,0,Net Banking,10.0,Delayed,5.0,560.48,False
ORD-00249,2024-09-19,CUST-1159,Premium,East,Grocery,Green Tea Pack,252.0,5,20,Net Banking,5.0,Cancelled,,1008.0,True
ORD-00250,2024-06-14,CUST-1228,Premium,East,Fashion,Denim Jeans,1660.51,6,20,COD,2.0,Delivered,5.0,7970.45,False
ORD-00251,2024-12-09,CUST-1015,Premium,East,Sports,Yoga Mat,393.51,2,0,UPI,1.0,Cancelled,4.0,787.02,False
ORD-00252,2024-12-11,CUST-1073,Premium,North,Electronics,Bluetooth Speaker,5032.94,1,15,COD,9.0,Delayed,4.0,4278.0,False
ORD-00253,2024-05-08,CUST-1139,Premium,Central,Beauty,Shampoo,1743.62,1,0,UPI,4.0,Cancelled,5.0,1743.62,False
ORD-00254,2024-04-05,CUST-1216,Regular,North,Fashion,Running Shoes,1511.8,6,0,Net Banking,3.0,Delayed,,9070.8,True
ORD-00255,2024-01-27,CUST-1056,New,Central,Books,Self-Help Book,179.96,3,15,Credit Card,10.0,Cancelled,4.0,458.9,False
ORD-00256,2024-06-27,CUST-1121,Premium,North,Fashion,Handbag,1766.32,4,0,Credit Card,4.0,Cancelled,4.0,7065.28,False
ORD-00257,2024-11-14,CUST-1138,Premium,East,Home & Kitchen,Storage Box,1031.13,6,15,Credit Card,4.0,Cancelled,1.0,5258.76,False
ORD-00258,2024-09-06,CUST-1244,Premium,Central,Grocery,Almonds 500g,665.74,5,10,Credit Card,1.0,Cancelled,4.0,2995.83,False
ORD-00259,2024-12-16,CUST-1209,New,South,Electronics,Smartphone Case,4285.74,2,25,Credit Card,7.0,Delayed,2.0,6428.61,False
ORD-00260,2024-04-01,CUST-1103,Regular,East,Books,Cookbook,178.41,1,0,Credit Card,5.0,Delayed,,178.41,True
ORD-00261,2024-11-12,CUST-1077,Premium,North,Books,Fiction Novel,551.13,6,20,Net Banking,2.0,Delayed,1.0,2645.42,False
ORD-00262,2024-03-21,CUST-1036,Regular,East,Beauty,Sunscreen,1506.5,1,10,Credit Card,9.0,Cancelled,4.0,1355.85,False
ORD-00263,2024-10-20,CUST-1088,New,West,Grocery,Protein Bar Pack,255.51,1,0,Wallet,10.0,Delivered,5.0,255.51,False
ORD-00264,2024-02-28,CUST-1074,Premium,North,Fashion,Denim Jeans,896.13,3,0,Net Banking,3.0,Delivered,1.0,2688.39,False
ORD-00265,2024-03-06,CUST-1168,Regular,Central,Fashion,Jacket,1615.41,3,5,UPI,4.0,Cancelled,2.0,4603.92,False
ORD-00266,2024-01-03,CUST-1173,Premium,East,Sports,Cricket Bat,3288.49,4,0,COD,6.0,Delayed,4.0,13153.96,False
ORD-00267,2024-02-25,CUST-1226,Premium,North,Beauty,Shampoo,1428.37,4,15,Credit Card,3.0,Delivered,2.0,4856.46,False
ORD-00268,2024-07-26,CUST-1198,New,East,Grocery,Protein Bar Pack,794.79,5,15,COD,10.0,Delivered,4.0,3377.86,False
ORD-00269,2024-08-25,CUST-1157,Premium,South,Grocery,Protein Bar Pack,906.55,3,0,Wallet,5.0,Delivered,,2719.65,True
ORD-00270,2024-03-15,CUST-1171,New,Central,Beauty,Lipstick,445.59,5,20,Net Banking,8.0,Delayed,5.0,1782.36,False
ORD-00271,2024-06-14,CUST-1096,Premium,West,Beauty,Sunscreen,1604.56,1,20,Net Banking,2.0,Cancelled,,1283.65,True
ORD-00272,2024-09-21,CUST-1225,New,West,Books,Fiction Novel,537.5,4,0,UPI,7.0,Delivered,5.0,2150.0,False
ORD-00273,2024-04-05,CUST-1029,Regular,West,Electronics,Smartwatch,4146.08,2,0,COD,3.0,Delivered,5.0,8292.16,False
ORD-00274,2024-05-04,CUST-1014,New,East,Sports,Dumbbell Set,2694.86,4,0,UPI,1.0,Cancelled,3.0,10779.44,False
ORD-00275,2024-12-04,CUST-1105,Premium,South,Beauty,Perfume,1749.25,6,0,Wallet,5.0,Delivered,2.0,10495.5,False
ORD-00276,2024-06-24,CUST-1129,Premium,West,Sports,Cycling Gloves,1278.73,6,20,UPI,8.0,Cancelled,2.0,6137.9,False
ORD-00277,2024-01-20,CUST-1000,Premium,West,Electronics,Smartphone Case,3274.52,5,15,Wallet,9.0,Delayed,,13916.71,True
ORD-00278,2024-09-03,CUST-1034,Regular,West,Home & Kitchen,Non-stick Pan,2517.34,4,0,UPI,7.0,Delivered,5.0,10069.36,False
ORD-00279,2024-04-06,CUST-1080,Regular,East,Home & Kitchen,Cushion Cover,3099.49,4,5,Credit Card,4.5,Delivered,1.0,11778.06,False
ORD-00280,2024-10-16,CUST-1045,Regular,Central,Beauty,Perfume,568.49,5,10,Wallet,6.0,Delayed,4.0,2558.2,False
ORD-00281,2024-03-11,CUST-1086,Premium,Central,Home & Kitchen,LED Lamp,2127.37,6,10,Credit Card,2.0,Delivered,4.0,11487.8,False
ORD-00282,2024-11-03,CUST-1102,Premium,Central,Beauty,Face Serum,1477.21,2,10,Net Banking,7.0,Cancelled,2.0,2658.98,False
ORD-00283,2024-09-10,CUST-1153,Premium,Central,Sports,Yoga Mat,3799.15,2,20,UPI,8.0,Cancelled,1.0,6078.64,False
ORD-00284,2024-03-21,CUST-1188,Premium,North,Fashion,Cotton T-Shirt,1271.3,6,0,Credit Card,2.0,Cancelled,4.0,7627.8,False
ORD-00285,2024-05-21,CUST-1143,New,Central,Home & Kitchen,Cushion Cover,3223.78,3,5,Net Banking,4.5,Delayed,4.0,9187.77,False
ORD-00286,2024-10-21,CUST-1117,Premium,West,Electronics,Smartwatch,5774.89,5,25,Wallet,5.0,Delivered,5.0,21655.84,False
ORD-00287,2024-04-22,CUST-1073,New,West,Beauty,Face Serum,575.4,4,20,Net Banking,4.0,Delivered,5.0,1841.28,False
ORD-00288,2024-10-20,CUST-1188,New,East,Sports,Dumbbell Set,2063.26,3,0,UPI,5.0,Delivered,3.0,6189.78,False
ORD-00289,2024-02-24,CUST-1010,Regular,East,Fashion,Denim Jeans,2558.1,3,0,Wallet,2.0,Delayed,2.0,7674.3,False
ORD-00290,2024-09-18,CUST-1138,New,Central,Beauty,Perfume,1583.47,4,0,Net Banking,5.0,Delayed,5.0,6333.88,False
ORD-00291,2024-09-22,CUST-1156,Regular,South,Grocery,Green Tea Pack,602.92,1,20,Wallet,8.0,Delayed,5.0,482.34,False
ORD-00292,2024-07-06,CUST-1115,New,Central,Fashion,Running Shoes,1572.63,5,5,UPI,3.0,Cancelled,5.0,7469.99,False
ORD-00293,2024-04-30,CUST-1002,New,West,Books,Self-Help Book,760.64,6,5,COD,9.0,Delivered,5.0,4335.65,False
ORD-00294,2024-09-06,CUST-1208,Regular,West,Grocery,Protein Bar Pack,687.38,3,25,Credit Card,5.0,Delayed,4.0,1546.6,False
ORD-00295,2024-10-12,CUST-1147,Premium,Central,Books,Cookbook,344.83,3,15,UPI,5.0,Delayed,5.0,879.32,False
ORD-00296,2024-08-16,CUST-1237,Regular,West,Home & Kitchen,LED Lamp,2437.88,4,25,Wallet,2.0,Cancelled,5.0,7313.64,False
ORD-00297,2024-06-09,CUST-1240,Regular,Central,Beauty,Face Serum,280.53,3,0,Wallet,6.0,Delayed,4.0,841.59,False
ORD-00298,2024-04-30,CUST-1013,New,West,Beauty,Lipstick,453.41,1,0,Wallet,5.0,Delivered,2.0,453.41,False
ORD-00299,2024-07-18,CUST-1007,New,East,Electronics,Bluetooth Speaker,4014.13,1,20,Net Banking,5.0,Delayed,4.0,3211.3,False
ORD-00300,2024-03-10,CUST-1163,Premium,Central,Beauty,Perfume,1692.51,5,10,Net Banking,9.0,Delayed,3.0,7616.29,False
ORD-00301,2024-06-06,CUST-1088,Regular,West,Beauty,Perfume,524.76,1,10,Wallet,5.0,Delivered,5.0,472.28,False
ORD-00302,2024-01-05,CUST-1111,Regular,South,Books,Comic Book,860.22,4,5,UPI,7.0,Cancelled,4.0,3268.84,False
ORD-00303,2024-02-10,CUST-1166,Premium,Central,Books,Comic Book,771.32,2,5,Net Banking,7.0,Delayed,4.0,1465.51,False
ORD-00304,2024-11-22,CUST-1136,New,South,Fashion,Cotton T-Shirt,792.5,3,0,Credit Card,8.0,Delayed,5.0,2377.5,False
ORD-00305,2024-04-29,CUST-1095,Regular,North,Home & Kitchen,Blender,2574.39,6,0,Net Banking,2.0,Delivered,3.0,15446.34,False
ORD-00306,2024-10-05,CUST-1196,Premium,South,Grocery,Green Tea Pack,161.64,4,0,COD,8.0,Delayed,3.0,646.56,False
ORD-00307,2024-02-18,CUST-1010,Premium,Central,Fashion,Cotton T-Shirt,837.79,6,25,Wallet,9.0,Delivered,4.0,3770.06,False
ORD-00308,2024-01-27,CUST-1101,New,North,Home & Kitchen,Storage Box,2325.19,2,5,Credit Card,4.5,Cancelled,2.0,4417.86,False
ORD-00309,2024-02-15,CUST-1015,New,East,Grocery,Olive Oil 1L,857.25,2,5,UPI,4.0,Cancelled,3.0,1628.78,False
ORD-00310,2024-10-12,CUST-1010,Regular,West,Sports,Yoga Mat,765.56,1,5,Wallet,6.0,Delayed,5.0,727.28,False
ORD-00311,2024-06-27,CUST-1039,Regular,East,Sports,Football,1002.17,2,15,Net Banking,6.0,Cancelled,5.0,1703.69,False
ORD-00312,2024-07-13,CUST-1247,Premium,West,Home & Kitchen,Storage Box,252.34,6,15,UPI,3.0,Cancelled,1.0,1286.93,False
ORD-00313,2024-05-24,CUST-1033,New,North,Books,Comic Book,724.3,2,15,UPI,6.0,Delivered,5.0,1231.31,False
ORD-00314,2024-07-17,CUST-1003,New,West,Beauty,Lipstick,312.94,5,20,Credit Card,8.0,Delayed,,1251.76,True
ORD-00315,2024-07-07,CUST-1132,New,North,Grocery,Organic Rice 5kg,497.02,6,10,UPI,1.0,Cancelled,4.0,2683.91,False
ORD-00316,2024-10-18,CUST-1117,Premium,West,Beauty,Lipstick,468.65,6,0,Credit Card,3.0,Delivered,,2811.9,True
ORD-00317,2024-12-02,CUST-1083,Regular,West,Grocery,Green Tea Pack,704.96,5,5,COD,3.0,Cancelled,,3348.56,True
ORD-00318,2024-07-11,CUST-1072,Premium,North,Home & Kitchen,Cushion Cover,1032.35,5,0,Wallet,9.0,Delivered,4.0,5161.75,False
ORD-00319,2024-06-10,CUST-1117,Regular,South,Home & Kitchen,Non-stick Pan,1226.09,2,0,UPI,1.0,Delayed,4.0,2452.18,False
ORD-00320,2024-06-02,CUST-1124,Premium,Central,Home & Kitchen,Cushion Cover,1062.03,3,25,Credit Card,2.0,Cancelled,5.0,2389.57,False
ORD-00321,2024-02-10,CUST-1058,Premium,Central,Books,Cookbook,178.03,5,10,Credit Card,1.0,Cancelled,5.0,801.14,False
ORD-00322,2024-06-12,CUST-1248,Regular,Central,Grocery,Olive Oil 1L,159.54,5,0,Wallet,9.0,Cancelled,3.0,797.7,False
ORD-00323,2024-03-08,CUST-1111,Premium,South,Electronics,Smartphone Case,3046.07,4,0,UPI,6.0,Delayed,2.0,12184.28,False
ORD-00324,2024-04-10,CUST-1022,New,West,Sports,Dumbbell Set,2105.09,6,15,COD,9.0,Delayed,,10735.96,True
ORD-00325,2024-01-13,CUST-1011,New,South,Home & Kitchen,Blender,1292.4,5,20,Net Banking,5.0,Delivered,3.0,5169.6,False
ORD-00326,2024-11-13,CUST-1053,Premium,Central,Grocery,Organic Rice 5kg,223.61,1,0,UPI,3.0,Delivered,4.0,223.61,False
ORD-00327,2024-11-14,CUST-1051,Premium,Central,Sports,Cycling Gloves,3076.31,5,10,Net Banking,3.0,Delivered,1.0,13843.4,False
ORD-00328,2024-12-05,CUST-1250,Premium,North,Beauty,Face Serum,259.89,6,5,Net Banking,6.0,Delayed,2.0,1481.37,False
ORD-00329,2024-09-13,CUST-1100,Premium,South,Grocery,Protein Bar Pack,684.72,1,0,Credit Card,8.0,Delayed,,684.72,True
ORD-00330,2024-09-13,CUST-1142,Regular,South,Books,Cookbook,416.53,3,0,UPI,5.0,Delayed,1.0,1249.59,False
ORD-00331,2024-12-13,CUST-1114,Premium,South,Beauty,Lipstick,294.86,4,15,UPI,10.0,Cancelled,4.0,1002.52,False
ORD-00332,2024-03-11,CUST-1144,New,East,Fashion,Jacket,1761.66,2,25,Credit Card,5.0,Cancelled,,2642.49,True
ORD-00333,2024-01-16,CUST-1189,Regular,South,Sports,Yoga Mat,981.3,2,20,UPI,6.0,Delivered,5.0,1570.08,False
ORD-00334,2024-05-16,CUST-1034,Premium,Central,Fashion,Denim Jeans,370.74,5,15,COD,6.0,Cancelled,4.0,1575.64,False
ORD-00335,2024-08-30,CUST-1105,New,South,Books,Cookbook,287.98,4,10,UPI,3.0,Delivered,3.0,1036.73,False
ORD-00336,2024-06-15,CUST-1100,Premium,Central,Fashion,Handbag,2641.25,4,20,Wallet,8.0,Cancelled,4.0,8452.0,False
ORD-00337,2024-01-22,CUST-1246,New,South,Sports,Yoga Mat,2226.4,4,10,Net Banking,6.0,Delayed,,8015.04,True
ORD-00338,2024-03-26,CUST-1115,New,Central,Beauty,Shampoo,1426.57,3,10,Credit Card,7.0,Delivered,4.0,3851.74,False
ORD-00339,2024-03-10,CUST-1225,Regular,North,Grocery,Protein Bar Pack,1131.63,1,15,Net Banking,7.0,Delayed,5.0,961.89,False
ORD-00340,2024-02-28,CUST-1040,Regular,Central,Books,Self-Help Book,688.78,1,0,COD,8.0,Delivered,5.0,688.78,False
ORD-00341,2024-12-03,CUST-1196,Regular,East,Grocery,Green Tea Pack,1103.48,5,25,UPI,3.0,Delivered,3.0,4138.05,False
ORD-00342,2024-08-22,CUST-1121,Regular,West,Fashion,Denim Jeans,309.54,1,0,COD,8.0,Delivered,5.0,309.54,False
ORD-00343,2024-11-13,CUST-1170,Premium,Central,Sports,Cycling Gloves,324.32,5,5,Net Banking,9.0,Delayed,4.0,1540.52,False
ORD-00344,2024-12-10,CUST-1076,Regular,East,Electronics,Wireless Earbuds,1366.22,2,0,COD,5.0,Delivered,,2732.44,True
ORD-00345,2024-08-29,CUST-1156,New,North,Grocery,Olive Oil 1L,1027.64,1,5,Wallet,3.0,Cancelled,2.0,976.26,False
ORD-00346,2024-12-18,CUST-1237,New,Central,Books,Biography,890.39,4,20,Wallet,10.0,Delayed,4.0,2849.25,False
ORD-00347,2024-04-29,CUST-1204,Premium,West,Sports,Football,2122.27,1,15,COD,5.0,Delivered,4.0,1803.93,False
ORD-00348,2024-01-06,CUST-1029,Premium,East,Home & Kitchen,LED Lamp,2071.35,6,0,Net Banking,4.0,Delayed,4.0,12428.1,False
ORD-00349,2024-03-30,CUST-1034,Regular,South,Books,Biography,612.0,1,25,COD,4.0,Cancelled,5.0,459.0,False
ORD-00350,2024-01-29,CUST-1084,Regular,North,Home & Kitchen,Storage Box,2797.96,4,20,UPI,9.0,Delayed,4.0,8953.47,False
ORD-00351,2024-09-30,CUST-1181,New,East,Grocery,Organic Rice 5kg,473.07,4,20,COD,3.0,Delivered,5.0,1513.82,False
ORD-00352,2024-09-25,CUST-1006,Regular,Central,Beauty,Lipstick,763.11,3,0,UPI,5.0,Delivered,3.0,2289.33,False
ORD-00353,2024-06-16,CUST-1117,Regular,Central,Home & Kitchen,Storage Box,2630.43,5,5,Credit Card,3.0,Delivered,2.0,12494.54,False
ORD-00354,2024-02-14,CUST-1194,Regular,South,Home & Kitchen,Non-stick Pan,2482.92,5,25,Net Banking,6.0,Delivered,5.0,9310.95,False
ORD-00355,2024-08-13,CUST-1052,Premium,East,Fashion,Running Shoes,1046.95,3,25,Wallet,6.0,Delayed,4.0,2355.64,False
ORD-00356,2024-05-05,CUST-1231,Premium,North,Home & Kitchen,Blender,3315.65,3,15,Credit Card,3.0,Delayed,2.0,8454.91,False
ORD-00357,2024-11-01,CUST-1136,New,West,Electronics,Wireless Earbuds,3017.62,2,20,Wallet,10.0,Delivered,5.0,4828.19,False
ORD-00358,2024-11-25,CUST-1100,New,East,Electronics,Power Bank,1305.77,3,20,Net Banking,8.0,Delayed,5.0,3133.85,False
ORD-00359,2024-09-02,CUST-1182,New,East,Beauty,Face Serum,257.85,1,5,Wallet,8.0,Cancelled,3.0,244.96,False
ORD-00360,2024-07-30,CUST-1151,Regular,West,Electronics,Bluetooth Speaker,3570.28,4,15,Wallet,4.0,Delayed,4.0,12138.95,False
ORD-00361,2024-12-30,CUST-1078,Regular,North,Sports,Dumbbell Set,940.42,6,0,Wallet,10.0,Delivered,5.0,5642.52,False
ORD-00362,2024-09-10,CUST-1193,New,South,Books,Biography,728.51,4,5,COD,1.0,Cancelled,2.0,2768.34,False
ORD-00363,2024-04-15,CUST-1234,Regular,North,Home & Kitchen,Storage Box,2250.61,4,0,Wallet,6.0,Delivered,4.0,9002.44,False
ORD-00364,2024-05-30,CUST-1028,Regular,North,Sports,Cycling Gloves,1795.53,2,25,UPI,6.0,Delayed,5.0,2693.3,False
ORD-00365,2024-07-14,CUST-1215,Regular,West,Books,Biography,445.7,3,20,UPI,7.0,Delayed,5.0,1069.68,False
ORD-00366,2024-01-09,CUST-1220,Regular,Central,Grocery,Green Tea Pack,247.71,1,20,COD,3.0,Cancelled,5.0,198.17,False
ORD-00367,2024-08-18,CUST-1182,Premium,East,Fashion,Handbag,1675.42,5,25,COD,6.0,Cancelled,5.0,6282.83,False
ORD-00368,2024-09-04,CUST-1219,Regular,West,Sports,Cricket Bat,423.81,1,15,Wallet,6.0,Delivered,2.0,360.24,False
ORD-00369,2024-12-05,CUST-1120,Regular,Central,Sports,Cycling Gloves,627.25,4,20,COD,2.0,Cancelled,,2007.2,True
ORD-00370,2024-03-26,CUST-1013,Premium,East,Books,Cookbook,465.76,3,5,Wallet,1.0,Delivered,4.0,1327.42,False
ORD-00371,2024-05-22,CUST-1232,Premium,South,Home & Kitchen,Storage Box,518.16,5,0,COD,5.0,Delayed,3.0,2590.8,False
ORD-00372,2024-09-05,CUST-1039,Regular,West,Grocery,Green Tea Pack,387.38,6,0,COD,3.0,Delivered,,2324.28,True
ORD-00373,2024-10-22,CUST-1077,Regular,Central,Books,Comic Book,694.5,2,0,UPI,6.0,Delayed,1.0,1389.0,False
ORD-00374,2024-08-10,CUST-1010,New,Central,Books,Comic Book,505.94,2,15,Net Banking,1.0,Delayed,4.0,860.1,False
ORD-00375,2024-02-20,CUST-1133,Regular,South,Sports,Cricket Bat,1539.38,3,25,Net Banking,5.0,Cancelled,5.0,3463.61,False
ORD-00376,2024-02-20,CUST-1158,New,North,Electronics,Wireless Earbuds,5124.79,1,10,Wallet,9.0,Cancelled,2.0,4612.31,False
ORD-00377,2024-12-28,CUST-1247,New,North,Grocery,Green Tea Pack,1145.54,6,0,UPI,2.0,Delayed,2.0,6873.24,False
ORD-00378,2024-08-20,CUST-1070,New,West,Home & Kitchen,Storage Box,2396.55,1,20,COD,5.0,Delayed,5.0,1917.24,False
ORD-00379,2024-08-13,CUST-1138,Regular,South,Electronics,Bluetooth Speaker,5769.15,3,0,Wallet,2.0,Cancelled,5.0,17307.45,False
ORD-00380,2024-02-07,CUST-1009,Premium,West,Electronics,Power Bank,4520.08,1,0,Net Banking,2.0,Delivered,4.0,4520.08,False
ORD-00381,2024-09-20,CUST-1000,Regular,West,Books,Cookbook,828.46,5,0,Credit Card,8.0,Cancelled,5.0,4142.3,False
ORD-00382,2024-01-29,CUST-1165,New,South,Sports,Cricket Bat,1533.73,3,10,Wallet,2.0,Delivered,5.0,4141.07,False
ORD-00383,2024-11-18,CUST-1184,Premium,South,Beauty,Lipstick,643.14,4,0,COD,6.0,Delayed,5.0,2572.56,False
